study,version,part,npix,threads,iters,converged,time,busymax,busymin,busyavg,hash,rep,load
strong,omp,static,3200,6,155,0,0.246127,0.2364,0.1514,0.1829,89d681858ac1fdd6,2,6.08
strong,omp,dynamic,3200,6,155,0,0.205810,0.1945,0.1763,0.1872,89d681858ac1fdd6,2,6.08
strong,omp,static,3200,7,155,0,0.213514,0.2045,0.1302,0.1626,89d681858ac1fdd6,2,6.08
strong,omp,dynamic,3200,7,155,0,0.200514,0.1898,0.1647,0.1734,89d681858ac1fdd6,2,6.08
strong,omp,static,3200,8,155,0,0.193839,0.1835,0.1123,0.1487,89d681858ac1fdd6,2,6.00
strong,omp,dynamic,3200,8,155,0,0.206692,0.1879,0.1543,0.1758,89d681858ac1fdd6,2,6.00
strong,omp,static,3200,9,155,0,0.199788,0.1709,0.0980,0.1391,89d681858ac1fdd6,2,6.00
strong,omp,dynamic,3200,9,155,0,0.183308,0.1671,0.1480,0.1582,89d681858ac1fdd6,2,6.00
strong,omp,static,3200,10,155,0,0.194493,0.1652,0.0936,0.1345,89d681858ac1fdd6,2,6.00
strong,omp,dynamic,3200,10,155,0,0.175403,0.1585,0.1179,0.1488,89d681858ac1fdd6,2,6.00
strong,seq,seq,400,1,10000,0,0.764530,,,,423da4f6aba24111,3,6.00
strong,omp,static,400,1,10000,0,0.763177,0.7629,0.7629,0.7629,423da4f6aba24111,3,6.00
strong,omp,dynamic,400,1,10000,0,0.764404,0.7641,0.7641,0.7641,423da4f6aba24111,3,6.00
strong,omp,static,400,2,10000,0,0.517646,0.4169,0.4076,0.4123,423da4f6aba24111,3,6.00
strong,omp,dynamic,400,2,10000,0,0.529894,0.4294,0.4175,0.4234,423da4f6aba24111,3,6.00
strong,omp,static,400,3,10000,0,0.431404,0.2722,0.2628,0.2665,423da4f6aba24111,3,5.76
strong,omp,dynamic,400,3,10000,0,0.411308,0.2688,0.2631,0.2655,423da4f6aba24111,3,5.76
strong,omp,static,400,4,10000,0,0.398160,0.2126,0.2015,0.2094,423da4f6aba24111,3,5.76
strong,omp,dynamic,400,4,10000,0,0.390426,0.2401,0.1961,0.2146,423da4f6aba24111,3,5.76
strong,omp,static,400,5,10000,0,0.548124,0.2660,0.1679,0.1959,423da4f6aba24111,3,5.76
strong,omp,dynamic,400,5,10000,0,0.465487,0.2217,0.1473,0.1959,423da4f6aba24111,3,5.76
strong,omp,static,400,6,10000,0,0.576416,0.2236,0.1381,0.1633,423da4f6aba24111,3,5.76
strong,omp,dynamic,400,6,10000,0,0.531270,0.2208,0.1109,0.1771,423da4f6aba24111,3,5.76
strong,omp,static,400,7,10000,0,0.579614,0.2097,0.1197,0.1412,423da4f6aba24111,3,5.76
strong,omp,dynamic,400,7,10000,0,0.581761,0.2228,0.0151,0.1472,423da4f6aba24111,3,5.76
strong,omp,static,400,8,10000,0,0.611896,0.2079,0.1033,0.1291,423da4f6aba24111,3,5.62
strong,omp,dynamic,400,8,10000,0,0.612739,0.2256,0.0099,0.1353,423da4f6aba24111,3,5.62
strong,omp,static,400,9,10000,0,0.623697,0.2353,0.0885,0.1145,423da4f6aba24111,3,5.62
strong,omp,dynamic,400,9,10000,0,0.657691,0.2287,0.0050,0.1215,423da4f6aba24111,3,5.62
strong,omp,static,400,10,10000,0,0.704971,0.2199,0.0810,0.1174,423da4f6aba24111,3,5.62
strong,omp,dynamic,400,10,10000,0,0.732725,0.2192,0.0023,0.1134,423da4f6aba24111,3,5.62
strong,seq,seq,800,1,2500,0,0.786453,,,,99022d33efc11489,3,5.62
strong,omp,static,800,1,2500,0,0.789552,0.7894,0.7894,0.7894,99022d33efc11489,3,5.62
strong,omp,dynamic,800,1,2500,0,0.783850,0.7838,0.7838,0.7838,99022d33efc11489,3,5.25
strong,omp,static,800,2,2500,0,0.424614,0.4025,0.3960,0.3992,99022d33efc11489,3,5.25
strong,omp,dynamic,800,2,2500,0,0.431321,0.4041,0.4032,0.4037,99022d33efc11489,3,5.25
strong,omp,static,800,3,2500,0,0.315097,0.2729,0.2718,0.2723,99022d33efc11489,3,5.25
strong,omp,dynamic,800,3,2500,0,0.313215,0.2759,0.2720,0.2737,99022d33efc11489,3,5.25
strong,omp,static,800,4,2500,0,0.277152,0.2198,0.2055,0.2140,99022d33efc11489,3,5.25
strong,omp,dynamic,800,4,2500,0,0.280028,0.2330,0.2205,0.2259,99022d33efc11489,3,5.25
strong,omp,static,800,5,2500,0,0.344299,0.2682,0.1668,0.1902,99022d33efc11489,3,5.25
strong,omp,dynamic,800,5,2500,0,0.270942,0.2135,0.1597,0.1908,99022d33efc11489,3,5.25
strong,omp,static,800,6,2500,0,0.344131,0.2216,0.1379,0.1581,99022d33efc11489,3,5.25
strong,omp,dynamic,800,6,2500,0,0.286664,0.1989,0.0720,0.1667,99022d33efc11489,3,5.25
strong,omp,static,800,7,2500,0,0.324903,0.1904,0.1191,0.1346,99022d33efc11489,3,5.25
strong,omp,dynamic,800,7,2500,0,0.323915,0.2095,0.0562,0.1608,99022d33efc11489,3,5.31
strong,omp,static,800,8,2500,0,0.307462,0.1731,0.1034,0.1189,99022d33efc11489,3,5.31
strong,omp,dynamic,800,8,2500,0,0.309980,0.1913,0.0355,0.1366,99022d33efc11489,3,5.31
strong,omp,static,800,9,2500,0,0.318013,0.1991,0.0906,0.1115,99022d33efc11489,3,5.31
strong,omp,dynamic,800,9,2500,0,0.314169,0.1894,0.0191,0.1224,99022d33efc11489,3,5.31
strong,omp,static,800,10,2500,0,0.346117,0.1823,0.0845,0.1091,99022d33efc11489,3,5.31
strong,omp,dynamic,800,10,2500,0,0.324298,0.1805,0.0214,0.1205,99022d33efc11489,3,5.31
strong,seq,seq,1600,1,620,0,0.836077,,,,19a70bf14c5c667f,3,5.31
strong,omp,static,1600,1,620,0,0.834481,0.8344,0.8344,0.8344,19a70bf14c5c667f,3,5.31
strong,omp,dynamic,1600,1,620,0,0.836909,0.8369,0.8369,0.8369,19a70bf14c5c667f,3,5.31
strong,omp,static,1600,2,620,0,0.449810,0.4420,0.4329,0.4375,19a70bf14c5c667f,3,4.96
strong,omp,dynamic,1600,2,620,0,0.437383,0.4297,0.4254,0.4276,19a70bf14c5c667f,3,4.96
strong,omp,static,1600,3,620,0,0.313352,0.2986,0.2961,0.2975,19a70bf14c5c667f,3,4.96
strong,omp,dynamic,1600,3,620,0,0.313377,0.3010,0.2935,0.2978,19a70bf14c5c667f,3,4.96
strong,omp,static,1600,4,620,0,0.243601,0.2322,0.2186,0.2273,19a70bf14c5c667f,3,4.96
strong,omp,dynamic,1600,4,620,0,0.249350,0.2347,0.2330,0.2338,19a70bf14c5c667f,3,4.96
strong,omp,static,1600,5,620,0,0.293827,0.2758,0.1796,0.2027,19a70bf14c5c667f,3,4.96
strong,omp,dynamic,1600,5,620,0,0.236208,0.2205,0.1878,0.2027,19a70bf14c5c667f,3,4.96
strong,omp,static,1600,6,620,0,0.270073,0.2282,0.1471,0.1753,19a70bf14c5c667f,3,4.96
strong,omp,dynamic,1600,6,620,0,0.221759,0.1933,0.1762,0.1864,19a70bf14c5c667f,3,4.96
strong,omp,static,1600,7,620,0,0.243106,0.1993,0.1253,0.1548,19a70bf14c5c667f,3,4.96
strong,omp,dynamic,1600,7,620,0,0.216667,0.1813,0.1445,0.1662,19a70bf14c5c667f,3,4.96
strong,omp,static,1600,8,620,0,0.224889,0.1802,0.1092,0.1403,19a70bf14c5c667f,3,4.96
strong,omp,dynamic,1600,8,620,0,0.207728,0.1703,0.1359,0.1567,19a70bf14c5c667f,3,4.96
strong,omp,static,1600,9,620,0,0.237200,0.1591,0.0959,0.1300,19a70bf14c5c667f,3,4.96
strong,omp,dynamic,1600,9,620,0,0.199816,0.1633,0.1257,0.1449,19a70bf14c5c667f,3,4.96
strong,omp,static,1600,10,620,0,0.233131,0.1552,0.0895,0.1262,19a70bf14c5c667f,3,4.96
strong,omp,dynamic,1600,10,620,0,0.200179,0.1549,0.0971,0.1382,19a70bf14c5c667f,3,4.88
strong,seq,seq,3200,1,155,0,0.853261,,,,89d681858ac1fdd6,3,4.88
strong,omp,static,3200,1,155,0,0.842947,0.8429,0.8429,0.8429,89d681858ac1fdd6,3,4.88
strong,omp,dynamic,3200,1,155,0,0.846044,0.8460,0.8460,0.8460,89d681858ac1fdd6,3,4.88
strong,omp,static,3200,2,155,0,0.451617,0.4500,0.4348,0.4424,89d681858ac1fdd6,3,4.88
strong,omp,dynamic,3200,2,155,0,0.438251,0.4328,0.4301,0.4315,89d681858ac1fdd6,3,4.88
strong,omp,static,3200,3,155,0,0.313306,0.3039,0.3026,0.3032,89d681858ac1fdd6,3,4.88
strong,omp,dynamic,3200,3,155,0,0.312721,0.3063,0.2994,0.3034,89d681858ac1fdd6,3,4.88
strong,omp,static,3200,4,155,0,0.240558,0.2368,0.2222,0.2311,89d681858ac1fdd6,3,4.88
strong,omp,dynamic,3200,4,155,0,0.251137,0.2402,0.2382,0.2391,89d681858ac1fdd6,3,4.81
strong,omp,static,3200,5,155,0,0.289572,0.2751,0.1909,0.2150,89d681858ac1fdd6,3,4.81
strong,omp,dynamic,3200,5,155,0,0.233338,0.2250,0.1968,0.2071,89d681858ac1fdd6,3,4.81
strong,omp,static,3200,6,155,0,0.248221,0.2378,0.1512,0.1836,89d681858ac1fdd6,3,4.81
strong,omp,dynamic,3200,6,155,0,0.205742,0.1937,0.1768,0.1874,89d681858ac1fdd6,3,4.81
strong,omp,static,3200,7,155,0,0.213611,0.2036,0.1286,0.1623,89d681858ac1fdd6,3,4.81
strong,omp,dynamic,3200,7,155,0,0.198390,0.1881,0.1595,0.1713,89d681858ac1fdd6,3,4.81
strong,omp,static,3200,8,155,0,0.204263,0.1881,0.1147,0.1524,89d681858ac1fdd6,3,4.81
strong,omp,dynamic,3200,8,155,0,0.183510,0.1719,0.1511,0.1612,89d681858ac1fdd6,3,4.81
strong,omp,static,3200,9,155,0,0.200616,0.1706,0.0988,0.1392,89d681858ac1fdd6,3,4.81
strong,omp,dynamic,3200,9,155,0,0.179491,0.1644,0.1409,0.1547,89d681858ac1fdd6,3,4.81
strong,omp,static,3200,10,155,0,0.198742,0.1688,0.0934,0.1367,89d681858ac1fdd6,3,4.81
strong,omp,dynamic,3200,10,155,0,0.175882,0.1584,0.1164,0.1485,89d681858ac1fdd6,3,4.81
strong,seq,seq,400,1,10000,0,0.777448,,,,423da4f6aba24111,4,4.81
strong,omp,static,400,1,10000,0,0.761690,0.7614,0.7614,0.7614,423da4f6aba24111,4,4.81
strong,omp,dynamic,400,1,10000,0,0.770389,0.7701,0.7701,0.7701,423da4f6aba24111,4,4.51
strong,omp,static,400,2,10000,0,0.520624,0.4183,0.4083,0.4133,423da4f6aba24111,4,4.51
strong,omp,dynamic,400,2,10000,0,0.528177,0.4264,0.4154,0.4209,423da4f6aba24111,4,4.51
strong,omp,static,400,3,10000,0,0.409281,0.2617,0.2587,0.2606,423da4f6aba24111,4,4.51
strong,omp,dynamic,400,3,10000,0,0.412443,0.2699,0.2648,0.2668,423da4f6aba24111,4,4.51
strong,omp,static,400,4,10000,0,0.396205,0.2121,0.1997,0.2085,423da4f6aba24111,4,4.51
strong,omp,dynamic,400,4,10000,0,0.388488,0.2418,0.1903,0.2138,423da4f6aba24111,4,4.51
strong,omp,static,400,5,10000,0,0.543348,0.2777,0.1614,0.1895,423da4f6aba24111,4,4.51
strong,omp,dynamic,400,5,10000,0,0.477501,0.2150,0.1772,0.2037,423da4f6aba24111,4,4.51
strong,omp,static,400,6,10000,0,0.564774,0.2395,0.1380,0.1628,423da4f6aba24111,4,4.51
strong,omp,dynamic,400,6,10000,0,0.544936,0.2309,0.0446,0.1727,423da4f6aba24111,4,4.47
strong,omp,static,400,7,10000,0,0.594811,0.2163,0.1236,0.1427,423da4f6aba24111,4,4.47
strong,omp,dynamic,400,7,10000,0,0.586709,0.2249,0.0124,0.1472,423da4f6aba24111,4,4.47
strong,omp,static,400,8,10000,0,0.586371,0.2084,0.1012,0.1244,423da4f6aba24111,4,4.47
strong,omp,dynamic,400,8,10000,0,0.613753,0.2260,0.0095,0.1353,423da4f6aba24111,4,4.47
strong,omp,static,400,9,10000,0,0.624432,0.2321,0.0886,0.1147,423da4f6aba24111,4,4.47
strong,omp,dynamic,400,9,10000,0,0.656681,0.2289,0.0052,0.1207,423da4f6aba24111,4,4.47
strong,omp,static,400,10,10000,0,0.706440,0.2263,0.0804,0.1186,423da4f6aba24111,4,4.47
strong,omp,dynamic,400,10,10000,0,0.756611,0.2326,0.0027,0.1151,423da4f6aba24111,4,4.51
strong,seq,seq,800,1,2500,0,0.782496,,,,99022d33efc11489,4,4.51
strong,omp,static,800,1,2500,0,0.782125,0.7820,0.7820,0.7820,99022d33efc11489,4,4.51
strong,omp,dynamic,800,1,2500,0,0.783953,0.7839,0.7839,0.7839,99022d33efc11489,4,4.51
strong,omp,static,800,2,2500,0,0.425125,0.4026,0.3959,0.3993,99022d33efc11489,4,4.51
strong,omp,dynamic,800,2,2500,0,0.431578,0.4042,0.4031,0.4037,99022d33efc11489,4,4.51
strong,omp,static,800,3,2500,0,0.320795,0.2766,0.2745,0.2758,99022d33efc11489,4,4.51
strong,omp,dynamic,800,3,2500,0,0.319622,0.2806,0.2764,0.2786,99022d33efc11489,4,4.51
strong,omp,static,800,4,2500,0,0.268822,0.2151,0.2037,0.2113,99022d33efc11489,4,4.51
strong,omp,dynamic,800,4,2500,0,0.290810,0.2399,0.2147,0.2293,99022d33efc11489,4,4.39
strong,omp,static,800,5,2500,0,0.344259,0.2676,0.1665,0.1900,99022d33efc11489,4,4.39
strong,omp,dynamic,800,5,2500,0,0.260577,0.2103,0.1769,0.1921,99022d33efc11489,4,4.39
strong,omp,static,800,6,2500,0,0.345289,0.2130,0.1379,0.1587,99022d33efc11489,4,4.39
strong,omp,dynamic,800,6,2500,0,0.286652,0.1989,0.0736,0.1668,99022d33efc11489,4,4.39
strong,omp,static,800,7,2500,0,0.324244,0.1962,0.1194,0.1339,99022d33efc11489,4,4.39
strong,omp,dynamic,800,7,2500,0,0.303979,0.1965,0.0608,0.1533,99022d33efc11489,4,4.39
strong,omp,static,800,8,2500,0,0.305128,0.1785,0.1026,0.1176,99022d33efc11489,4,4.39
strong,omp,dynamic,800,8,2500,0,0.312076,0.1933,0.0224,0.1347,99022d33efc11489,4,4.39
strong,omp,static,800,9,2500,0,0.323317,0.1922,0.0909,0.1117,99022d33efc11489,4,4.39
strong,omp,dynamic,800,9,2500,0,0.314374,0.1904,0.0200,0.1225,99022d33efc11489,4,4.39
strong,omp,static,800,10,2500,0,0.348912,0.1845,0.0844,0.1093,99022d33efc11489,4,4.39
strong,omp,dynamic,800,10,2500,0,0.323671,0.1811,0.0266,0.1228,99022d33efc11489,4,4.39
strong,seq,seq,1600,1,620,0,0.835408,,,,19a70bf14c5c667f,4,4.39
strong,omp,static,1600,1,620,0,0.839271,0.8392,0.8392,0.8392,19a70bf14c5c667f,4,4.12
strong,omp,dynamic,1600,1,620,0,0.839173,0.8391,0.8391,0.8391,19a70bf14c5c667f,4,4.12
strong,omp,static,1600,2,620,0,0.449491,0.4454,0.4302,0.4378,19a70bf14c5c667f,4,4.12
strong,omp,dynamic,1600,2,620,0,0.461933,0.4521,0.4476,0.4499,19a70bf14c5c667f,4,4.12
strong,omp,static,1600,3,620,0,0.313512,0.2989,0.2970,0.2980,19a70bf14c5c667f,4,4.12
strong,omp,dynamic,1600,3,620,0,0.314668,0.3023,0.2945,0.2994,19a70bf14c5c667f,4,4.12
strong,omp,static,1600,4,620,0,0.245493,0.2340,0.2202,0.2287,19a70bf14c5c667f,4,4.12
strong,omp,dynamic,1600,4,620,0,0.250599,0.2359,0.2341,0.2348,19a70bf14c5c667f,4,4.12
strong,omp,static,1600,5,620,0,0.294927,0.2755,0.1804,0.2031,19a70bf14c5c667f,4,4.12
strong,omp,dynamic,1600,5,620,0,0.236813,0.2209,0.1881,0.2033,19a70bf14c5c667f,4,4.12
strong,omp,static,1600,6,620,0,0.271041,0.2277,0.1469,0.1750,19a70bf14c5c667f,4,4.12
strong,omp,dynamic,1600,6,620,0,0.217345,0.1897,0.1676,0.1843,19a70bf14c5c667f,4,3.87
strong,omp,static,1600,7,620,0,0.271348,0.2098,0.1326,0.1705,19a70bf14c5c667f,4,3.87
strong,omp,dynamic,1600,7,620,0,0.216633,0.1837,0.1431,0.1665,19a70bf14c5c667f,4,3.87
strong,omp,static,1600,8,620,0,0.227709,0.1808,0.1101,0.1413,19a70bf14c5c667f,4,3.87
strong,omp,dynamic,1600,8,620,0,0.203750,0.1706,0.1324,0.1555,19a70bf14c5c667f,4,3.87
strong,omp,static,1600,9,620,0,0.241484,0.1611,0.0970,0.1337,19a70bf14c5c667f,4,3.87
strong,omp,dynamic,1600,9,620,0,0.200714,0.1644,0.1212,0.1434,19a70bf14c5c667f,4,3.87
strong,omp,static,1600,10,620,0,0.232775,0.1530,0.0894,0.1261,19a70bf14c5c667f,4,3.87
strong,omp,dynamic,1600,10,620,0,0.199296,0.1588,0.0996,0.1385,19a70bf14c5c667f,4,3.87
strong,seq,seq,3200,1,155,0,0.845820,,,,89d681858ac1fdd6,4,3.87
strong,omp,static,3200,1,155,0,0.843439,0.8434,0.8434,0.8434,89d681858ac1fdd6,4,3.87
strong,omp,dynamic,3200,1,155,0,0.846326,0.8463,0.8463,0.8463,89d681858ac1fdd6,4,3.87
strong,omp,static,3200,2,155,0,0.448747,0.4462,0.4346,0.4404,89d681858ac1fdd6,4,3.87
strong,omp,dynamic,3200,2,155,0,0.452059,0.4479,0.4413,0.4446,89d681858ac1fdd6,4,3.64
strong,omp,static,3200,3,155,0,0.312651,0.3067,0.3045,0.3055,89d681858ac1fdd6,4,3.64
strong,omp,dynamic,3200,3,155,0,0.313318,0.3086,0.2995,0.3048,89d681858ac1fdd6,4,3.64
strong,omp,static,3200,4,155,0,0.243460,0.2373,0.2231,0.2325,89d681858ac1fdd6,4,3.64
strong,omp,dynamic,3200,4,155,0,0.251201,0.2412,0.2358,0.2389,89d681858ac1fdd6,4,3.64
strong,omp,static,3200,5,155,0,0.279830,0.2722,0.1800,0.2032,89d681858ac1fdd6,4,3.64
strong,omp,dynamic,3200,5,155,0,0.233313,0.2246,0.1956,0.2073,89d681858ac1fdd6,4,3.64
strong,omp,static,3200,6,155,0,0.256364,0.2450,0.1620,0.1932,89d681858ac1fdd6,4,3.64
strong,omp,dynamic,3200,6,155,0,0.209264,0.1959,0.1819,0.1898,89d681858ac1fdd6,4,3.64
strong,omp,static,3200,7,155,0,0.214272,0.2040,0.1301,0.1623,89d681858ac1fdd6,4,3.64
strong,omp,dynamic,3200,7,155,0,0.197567,0.1872,0.1655,0.1715,89d681858ac1fdd6,4,3.64
strong,omp,static,3200,8,155,0,0.206611,0.1878,0.1126,0.1528,89d681858ac1fdd6,4,3.64
strong,omp,dynamic,3200,8,155,0,0.184752,0.1731,0.1523,0.1623,89d681858ac1fdd6,4,3.64
strong,omp,static,3200,9,155,0,0.199719,0.1708,0.0976,0.1387,89d681858ac1fdd6,4,3.64
strong,omp,dynamic,3200,9,155,0,0.174876,0.1608,0.1420,0.1517,89d681858ac1fdd6,4,3.64
strong,omp,static,3200,10,155,0,0.206910,0.1740,0.0972,0.1383,89d681858ac1fdd6,4,3.42
strong,omp,dynamic,3200,10,155,0,0.177640,0.1592,0.1245,0.1503,89d681858ac1fdd6,4,3.42
strong,seq,seq,400,1,10000,0,0.780137,,,,423da4f6aba24111,5,3.42
strong,omp,static,400,1,10000,0,0.761718,0.7615,0.7615,0.7615,423da4f6aba24111,5,3.42
strong,omp,dynamic,400,1,10000,0,0.769929,0.7696,0.7696,0.7696,423da4f6aba24111,5,3.42
strong,omp,static,400,2,10000,0,0.519718,0.4183,0.4076,0.4130,423da4f6aba24111,5,3.42
strong,omp,dynamic,400,2,10000,0,0.529828,0.4276,0.4161,0.4218,423da4f6aba24111,5,3.42
strong,omp,static,400,3,10000,0,0.411819,0.2632,0.2604,0.2621,423da4f6aba24111,5,3.42
strong,omp,dynamic,400,3,10000,0,0.416165,0.2711,0.2654,0.2678,423da4f6aba24111,5,3.42
strong,omp,static,400,4,10000,0,0.399359,0.2128,0.2002,0.2089,423da4f6aba24111,5,3.42
strong,omp,dynamic,400,4,10000,0,0.446228,0.2703,0.1964,0.2334,423da4f6aba24111,5,3.47
strong,omp,static,400,5,10000,0,0.545752,0.2722,0.1623,0.1891,423da4f6aba24111,5,3.47
strong,omp,dynamic,400,5,10000,0,0.520476,0.2499,0.1814,0.2150,423da4f6aba24111,5,3.47
strong,omp,static,400,6,10000,0,0.594466,0.2325,0.1416,0.1671,423da4f6aba24111,5,3.47
strong,omp,dynamic,400,6,10000,0,0.543474,0.2298,0.0668,0.1741,423da4f6aba24111,5,3.47
strong,omp,static,400,7,10000,0,0.582152,0.2128,0.1209,0.1404,423da4f6aba24111,5,3.47
strong,omp,dynamic,400,7,10000,0,0.669495,0.2788,0.0233,0.1643,423da4f6aba24111,5,3.47
strong,omp,static,400,8,10000,0,0.600245,0.1985,0.1030,0.1259,423da4f6aba24111,5,3.47
strong,omp,dynamic,400,8,10000,0,0.662692,0.2530,0.0118,0.1406,423da4f6aba24111,5,3.47
strong,omp,static,400,9,10000,0,0.671839,0.2000,0.0969,0.1199,423da4f6aba24111,5,4.31
strong,omp,dynamic,400,9,10000,0,0.675646,0.2425,0.0063,0.1231,423da4f6aba24111,5,4.31
strong,omp,static,400,10,10000,0,0.730502,0.1958,0.0825,0.1153,423da4f6aba24111,5,4.31
strong,omp,dynamic,400,10,10000,0,0.802918,0.2695,0.0022,0.1151,423da4f6aba24111,5,4.31
strong,seq,seq,800,1,2500,0,0.813435,,,,99022d33efc11489,5,4.31
strong,omp,static,800,1,2500,0,0.802371,0.8023,0.8023,0.8023,99022d33efc11489,5,4.31
strong,omp,dynamic,800,1,2500,0,0.802524,0.8024,0.8024,0.8024,99022d33efc11489,5,4.21
strong,omp,static,800,2,2500,0,0.425986,0.4028,0.3970,0.3999,99022d33efc11489,5,4.21
strong,omp,dynamic,800,2,2500,0,0.435857,0.4077,0.4067,0.4072,99022d33efc11489,5,4.21
strong,omp,static,800,3,2500,0,0.353669,0.2956,0.2914,0.2937,99022d33efc11489,5,4.21
strong,omp,dynamic,800,3,2500,0,0.320985,0.2816,0.2777,0.2796,99022d33efc11489,5,4.21
strong,omp,static,800,4,2500,0,0.266922,0.2156,0.2035,0.2114,99022d33efc11489,5,4.21
strong,omp,dynamic,800,4,2500,0,0.272661,0.2272,0.2162,0.2216,99022d33efc11489,5,4.21
strong,omp,static,800,5,2500,0,0.382888,0.2582,0.1860,0.2062,99022d33efc11489,5,4.21
strong,omp,dynamic,800,5,2500,0,0.264316,0.2109,0.1681,0.1915,99022d33efc11489,5,4.21
strong,omp,static,800,6,2500,0,0.357123,0.2120,0.1412,0.1633,99022d33efc11489,5,4.21
strong,omp,dynamic,800,6,2500,0,0.295866,0.2035,0.1067,0.1704,99022d33efc11489,5,4.21
strong,omp,static,800,7,2500,0,0.326133,0.1797,0.1194,0.1319,99022d33efc11489,5,4.21
strong,omp,dynamic,800,7,2500,0,0.303242,0.1966,0.0423,0.1495,99022d33efc11489,5,4.21
strong,omp,static,800,8,2500,0,0.329243,0.1735,0.1054,0.1264,99022d33efc11489,5,4.27
strong,omp,dynamic,800,8,2500,0,0.317265,0.1974,0.0379,0.1393,99022d33efc11489,5,4.27
strong,omp,static,800,9,2500,0,0.345397,0.1900,0.0973,0.1195,99022d33efc11489,5,4.27
strong,omp,dynamic,800,9,2500,0,0.324743,0.1966,0.0530,0.1399,99022d33efc11489,5,4.27
strong,omp,static,800,10,2500,0,0.393149,0.1844,0.0897,0.1182,99022d33efc11489,5,4.27
strong,omp,dynamic,800,10,2500,0,0.350266,0.2014,0.0178,0.1334,99022d33efc11489,5,4.27
strong,seq,seq,1600,1,620,0,0.856000,,,,19a70bf14c5c667f,5,4.27
strong,omp,static,1600,1,620,0,0.834758,0.8347,0.8347,0.8347,19a70bf14c5c667f,5,4.27
strong,omp,dynamic,1600,1,620,0,0.853965,0.8539,0.8539,0.8539,19a70bf14c5c667f,5,4.27
strong,omp,static,1600,2,620,0,0.452993,0.4499,0.4365,0.4432,19a70bf14c5c667f,5,4.27
strong,omp,dynamic,1600,2,620,0,0.466303,0.4534,0.4489,0.4512,19a70bf14c5c667f,5,4.81
strong,omp,static,1600,3,620,0,0.311489,0.2992,0.2985,0.2988,19a70bf14c5c667f,5,4.81
strong,omp,dynamic,1600,3,620,0,0.326106,0.3126,0.3046,0.3090,19a70bf14c5c667f,5,4.81
strong,omp,static,1600,4,620,0,0.251686,0.2369,0.2232,0.2316,19a70bf14c5c667f,5,4.81
strong,omp,dynamic,1600,4,620,0,0.260817,0.2434,0.2427,0.2431,19a70bf14c5c667f,5,4.81
strong,omp,static,1600,5,620,0,0.294621,0.2750,0.1818,0.2031,19a70bf14c5c667f,5,4.81
strong,omp,dynamic,1600,5,620,0,0.248349,0.2292,0.1845,0.2112,19a70bf14c5c667f,5,4.81
strong,omp,static,1600,6,620,0,0.271242,0.2277,0.1460,0.1753,19a70bf14c5c667f,5,4.81
strong,omp,dynamic,1600,6,620,0,0.219673,0.1935,0.1671,0.1867,19a70bf14c5c667f,5,4.81
strong,omp,static,1600,7,620,0,0.247289,0.2023,0.1282,0.1590,19a70bf14c5c667f,5,4.81
strong,omp,dynamic,1600,7,620,0,0.222505,0.1850,0.1497,0.1706,19a70bf14c5c667f,5,4.81
strong,omp,static,1600,8,620,0,0.229532,0.1814,0.1116,0.1439,19a70bf14c5c667f,5,4.81
strong,omp,dynamic,1600,8,620,0,0.202987,0.1726,0.1288,0.1549,19a70bf14c5c667f,5,4.81
strong,omp,static,1600,9,620,0,0.241201,0.1614,0.0977,0.1331,19a70bf14c5c667f,5,4.81
strong,omp,dynamic,1600,9,620,0,0.208764,0.1689,0.1280,0.1490,19a70bf14c5c667f,5,4.81
strong,omp,static,1600,10,620,0,0.236248,0.1569,0.0904,0.1275,19a70bf14c5c667f,5,4.81
strong,omp,dynamic,1600,10,620,0,0.200469,0.1585,0.1119,0.1401,19a70bf14c5c667f,5,4.81
strong,seq,seq,3200,1,155,0,0.858857,,,,89d681858ac1fdd6,5,5.15
strong,omp,static,3200,1,155,0,0.848382,0.8484,0.8484,0.8484,89d681858ac1fdd6,5,5.15
strong,omp,dynamic,3200,1,155,0,0.847444,0.8474,0.8474,0.8474,89d681858ac1fdd6,5,5.15
strong,omp,static,3200,2,155,0,0.453384,0.4520,0.4377,0.4449,89d681858ac1fdd6,5,5.15
strong,omp,dynamic,3200,2,155,0,0.455665,0.4520,0.4464,0.4492,89d681858ac1fdd6,5,5.15
strong,omp,static,3200,3,155,0,0.310954,0.3040,0.3029,0.3036,89d681858ac1fdd6,5,5.15
strong,omp,dynamic,3200,3,155,0,0.314432,0.3087,0.3020,0.3056,89d681858ac1fdd6,5,5.15
strong,omp,static,3200,4,155,0,0.446800,0.4025,0.3897,0.3960,89d681858ac1fdd6,5,5.15
strong,omp,dynamic,3200,4,155,0,0.320250,0.2967,0.2921,0.2947,89d681858ac1fdd6,5,6.01
strong,omp,static,3200,5,155,0,0.332118,0.2867,0.2363,0.2510,89d681858ac1fdd6,5,6.01
strong,omp,dynamic,3200,5,155,0,0.280958,0.2601,0.2484,0.2532,89d681858ac1fdd6,5,6.01
strong,omp,static,3200,6,155,0,0.255982,0.2417,0.1631,0.1915,89d681858ac1fdd6,5,6.01
strong,omp,dynamic,3200,6,155,0,0.262983,0.2398,0.2276,0.2355,89d681858ac1fdd6,5,6.01
strong,omp,static,3200,7,155,0,0.316021,0.2579,0.2034,0.2276,89d681858ac1fdd6,5,6.01
