study,version,part,npix,threads,iters,converged,time,busymax,busymin,busyavg,hash,rep,load
strong,omp,dynamic,3200,7,155,0,0.227506,0.2023,0.1928,0.1975,89d681858ac1fdd6,5,6.01
strong,omp,static,3200,8,155,0,0.206458,0.1890,0.1226,0.1561,89d681858ac1fdd6,5,6.01
strong,omp,dynamic,3200,8,155,0,0.184694,0.1726,0.1481,0.1619,89d681858ac1fdd6,5,6.01
strong,omp,static,3200,9,155,0,0.209904,0.1762,0.1041,0.1431,89d681858ac1fdd6,5,6.01
strong,omp,dynamic,3200,9,155,0,0.183071,0.1659,0.1511,0.1594,89d681858ac1fdd6,5,6.01
strong,omp,static,3200,10,155,0,0.195859,0.1682,0.0935,0.1345,89d681858ac1fdd6,5,6.01
strong,omp,dynamic,3200,10,155,0,0.173808,0.1572,0.1395,0.1495,89d681858ac1fdd6,5,6.01
weak,seq,seq,400,1,1500,0,0.122381,,,,81c1492c579439e6,1,6.01
weak,omp,static,400,1,1500,0,0.121643,0.1216,0.1216,0.1216,81c1492c579439e6,1,6.01
weak,omp,dynamic,400,1,1500,0,0.122971,0.1229,0.1229,0.1229,81c1492c579439e6,1,6.01
weak,seq,seq,566,1,1500,0,0.251572,,,,df100dba3f4127b8,1,6.01
weak,omp,static,566,2,1500,0,0.135579,0.1203,0.1185,0.1194,df100dba3f4127b8,1,6.01
weak,omp,dynamic,566,2,1500,0,0.138712,0.1223,0.1213,0.1218,df100dba3f4127b8,1,5.77
weak,seq,seq,693,1,1500,0,0.364113,,,,f8328fe9653cd38d,1,5.77
weak,omp,static,693,3,1500,0,0.149152,0.1235,0.1224,0.1230,f8328fe9653cd38d,1,5.77
weak,omp,dynamic,693,3,1500,0,0.149444,0.1257,0.1241,0.1251,f8328fe9653cd38d,1,5.77
weak,seq,seq,800,1,1500,0,0.499087,,,,61216e323e9aefaa,1,5.77
weak,omp,static,800,4,1500,0,0.169518,0.1325,0.1234,0.1282,61216e323e9aefaa,1,5.77
weak,omp,dynamic,800,4,1500,0,0.161264,0.1336,0.1288,0.1309,61216e323e9aefaa,1,5.77
weak,seq,seq,980,1,1500,0,0.726549,,,,cb4b561bad6515ba,1,5.77
weak,omp,static,980,6,1500,0,0.287107,0.1927,0.1245,0.1453,cb4b561bad6515ba,1,5.77
weak,omp,dynamic,980,6,1500,0,0.230925,0.1682,0.1000,0.1516,cb4b561bad6515ba,1,5.77
weak,seq,seq,1131,1,1500,0,0.963009,,,,4d28d61b7c10324c,1,5.77
weak,omp,static,1131,8,1500,0,0.312834,0.2075,0.1211,0.1514,4d28d61b7c10324c,1,5.77
weak,omp,dynamic,1131,8,1500,0,0.279818,0.1991,0.1174,0.1704,4d28d61b7c10324c,1,5.77
weak,seq,seq,1265,1,1500,0,1.227683,,,,e22c130fd88565cd,1,5.77
weak,omp,static,1265,10,1500,0,0.421355,0.2200,0.1309,0.1771,e22c130fd88565cd,1,5.39
weak,omp,dynamic,1265,10,1500,0,0.330476,0.2290,0.1094,0.1953,e22c130fd88565cd,1,5.39
weak,seq,seq,400,1,1500,0,0.121505,,,,81c1492c579439e6,2,5.39
weak,omp,static,400,1,1500,0,0.117521,0.1175,0.1175,0.1175,81c1492c579439e6,2,5.39
weak,omp,dynamic,400,1,1500,0,0.116384,0.1163,0.1163,0.1163,81c1492c579439e6,2,5.39
weak,seq,seq,566,1,1500,0,0.230444,,,,df100dba3f4127b8,2,5.39
weak,omp,static,566,2,1500,0,0.136591,0.1207,0.1185,0.1196,df100dba3f4127b8,2,5.39
weak,omp,dynamic,566,2,1500,0,0.138253,0.1222,0.1214,0.1218,df100dba3f4127b8,2,5.39
weak,seq,seq,693,1,1500,0,0.356200,,,,f8328fe9653cd38d,2,5.39
weak,omp,static,693,3,1500,0,0.149184,0.1231,0.1222,0.1226,f8328fe9653cd38d,2,5.39
weak,omp,dynamic,693,3,1500,0,0.148525,0.1249,0.1232,0.1243,f8328fe9653cd38d,2,5.39
weak,seq,seq,800,1,1500,0,0.478789,,,,61216e323e9aefaa,2,5.39
weak,omp,static,800,4,1500,0,0.158905,0.1295,0.1232,0.1276,61216e323e9aefaa,2,5.39
weak,omp,dynamic,800,4,1500,0,0.157254,0.1312,0.1259,0.1285,61216e323e9aefaa,2,5.39
weak,seq,seq,980,1,1500,0,0.712105,,,,cb4b561bad6515ba,2,5.39
weak,omp,static,980,6,1500,0,0.285017,0.1876,0.1252,0.1444,cb4b561bad6515ba,2,5.39
weak,omp,dynamic,980,6,1500,0,0.255169,0.1903,0.1199,0.1674,cb4b561bad6515ba,2,5.44
weak,seq,seq,1131,1,1500,0,0.959843,,,,4d28d61b7c10324c,2,5.44
weak,omp,static,1131,8,1500,0,0.321732,0.2048,0.1243,0.1588,4d28d61b7c10324c,2,5.44
weak,omp,dynamic,1131,8,1500,0,0.281118,0.2028,0.1116,0.1706,4d28d61b7c10324c,2,5.44
weak,seq,seq,1265,1,1500,0,1.182504,,,,e22c130fd88565cd,2,5.44
weak,omp,static,1265,10,1500,0,0.386821,0.2170,0.1282,0.1715,e22c130fd88565cd,2,5.44
weak,omp,dynamic,1265,10,1500,0,0.333285,0.2339,0.0896,0.1941,e22c130fd88565cd,2,5.44
weak,seq,seq,400,1,1500,0,0.122954,,,,81c1492c579439e6,3,5.44
weak,omp,static,400,1,1500,0,0.117774,0.1177,0.1177,0.1177,81c1492c579439e6,3,5.44
weak,omp,dynamic,400,1,1500,0,0.115642,0.1156,0.1156,0.1156,81c1492c579439e6,3,5.44
weak,seq,seq,566,1,1500,0,0.233173,,,,df100dba3f4127b8,3,5.44
weak,omp,static,566,2,1500,0,0.135245,0.1200,0.1182,0.1191,df100dba3f4127b8,3,5.44
weak,omp,dynamic,566,2,1500,0,0.138341,0.1221,0.1212,0.1216,df100dba3f4127b8,3,5.44
weak,seq,seq,693,1,1500,0,0.348339,,,,f8328fe9653cd38d,3,5.44
weak,omp,static,693,3,1500,0,0.147486,0.1218,0.1211,0.1213,f8328fe9653cd38d,3,5.08
weak,omp,dynamic,693,3,1500,0,0.158223,0.1324,0.1273,0.1301,f8328fe9653cd38d,3,5.08
weak,seq,seq,800,1,1500,0,0.476039,,,,61216e323e9aefaa,3,5.08
weak,omp,static,800,4,1500,0,0.159125,0.1303,0.1239,0.1282,61216e323e9aefaa,3,5.08
weak,omp,dynamic,800,4,1500,0,0.156750,0.1311,0.1254,0.1283,61216e323e9aefaa,3,5.08
weak,seq,seq,980,1,1500,0,0.709891,,,,cb4b561bad6515ba,3,5.08
weak,omp,static,980,6,1500,0,0.283356,0.1876,0.1246,0.1452,cb4b561bad6515ba,3,5.08
weak,omp,dynamic,980,6,1500,0,0.231497,0.1694,0.1133,0.1537,cb4b561bad6515ba,3,5.08
weak,seq,seq,1131,1,1500,0,0.941464,,,,4d28d61b7c10324c,3,5.08
weak,omp,static,1131,8,1500,0,0.317028,0.2081,0.1222,0.1542,4d28d61b7c10324c,3,5.08
weak,omp,dynamic,1131,8,1500,0,0.276957,0.1986,0.1047,0.1675,4d28d61b7c10324c,3,5.08
weak,seq,seq,1265,1,1500,0,1.173947,,,,e22c130fd88565cd,3,5.08
weak,omp,static,1265,10,1500,0,0.416362,0.2411,0.1323,0.1806,e22c130fd88565cd,3,4.84
weak,omp,dynamic,1265,10,1500,0,0.328622,0.2307,0.0958,0.1979,e22c130fd88565cd,3,4.84
weak,seq,seq,400,1,1500,0,0.121283,,,,81c1492c579439e6,4,4.84
weak,omp,static,400,1,1500,0,0.120446,0.1204,0.1204,0.1204,81c1492c579439e6,4,4.84
weak,omp,dynamic,400,1,1500,0,0.125618,0.1255,0.1255,0.1255,81c1492c579439e6,4,4.84
weak,seq,seq,566,1,1500,0,0.238149,,,,df100dba3f4127b8,4,4.84
weak,omp,static,566,2,1500,0,0.141636,0.1230,0.1214,0.1222,df100dba3f4127b8,4,4.84
weak,omp,dynamic,566,2,1500,0,0.137766,0.1219,0.1205,0.1212,df100dba3f4127b8,4,4.84
weak,seq,seq,693,1,1500,0,0.373814,,,,f8328fe9653cd38d,4,4.84
weak,omp,static,693,3,1500,0,0.193618,0.1528,0.1502,0.1519,f8328fe9653cd38d,4,4.84
weak,omp,dynamic,693,3,1500,0,0.232030,0.1885,0.1686,0.1772,f8328fe9653cd38d,4,4.84
weak,seq,seq,800,1,1500,0,0.499506,,,,61216e323e9aefaa,4,4.84
weak,omp,static,800,4,1500,0,0.183478,0.1348,0.1249,0.1301,61216e323e9aefaa,4,4.84
weak,omp,dynamic,800,4,1500,0,0.174877,0.1446,0.1175,0.1353,61216e323e9aefaa,4,4.84
weak,seq,seq,980,1,1500,0,0.715245,,,,cb4b561bad6515ba,4,4.84
weak,omp,static,980,6,1500,0,0.266413,0.2018,0.1245,0.1531,cb4b561bad6515ba,4,4.84
weak,omp,dynamic,980,6,1500,0,0.217349,0.1623,0.1480,0.1566,cb4b561bad6515ba,4,4.84
weak,seq,seq,1131,1,1500,0,0.982752,,,,4d28d61b7c10324c,4,5.33
weak,omp,static,1131,8,1500,0,0.294405,0.2108,0.1229,0.1642,4d28d61b7c10324c,4,5.33
weak,omp,dynamic,1131,8,1500,0,0.270196,0.1979,0.1377,0.1784,4d28d61b7c10324c,4,5.33
weak,seq,seq,1265,1,1500,0,1.186258,,,,e22c130fd88565cd,4,5.33
weak,omp,static,1265,10,1500,0,0.371058,0.2360,0.1266,0.1794,e22c130fd88565cd,4,5.33
weak,omp,dynamic,1265,10,1500,0,0.333228,0.2350,0.0862,0.1995,e22c130fd88565cd,4,5.33
weak,seq,seq,400,1,1500,0,0.121462,,,,81c1492c579439e6,5,5.33
weak,omp,static,400,1,1500,0,0.121527,0.1215,0.1215,0.1215,81c1492c579439e6,5,5.33
weak,omp,dynamic,400,1,1500,0,0.122284,0.1222,0.1222,0.1222,81c1492c579439e6,5,5.33
weak,seq,seq,566,1,1500,0,0.245669,,,,df100dba3f4127b8,5,5.33
weak,omp,static,566,2,1500,0,0.138943,0.1233,0.1206,0.1219,df100dba3f4127b8,5,5.33
weak,omp,dynamic,566,2,1500,0,0.141580,0.1239,0.1236,0.1237,df100dba3f4127b8,5,5.33
weak,seq,seq,693,1,1500,0,0.368230,,,,f8328fe9653cd38d,5,5.33
weak,omp,static,693,3,1500,0,0.147763,0.1225,0.1215,0.1220,f8328fe9653cd38d,5,5.33
weak,omp,dynamic,693,3,1500,0,0.148555,0.1247,0.1228,0.1240,f8328fe9653cd38d,5,6.34
weak,seq,seq,800,1,1500,0,0.495119,,,,61216e323e9aefaa,5,6.34
weak,omp,static,800,4,1500,0,0.160661,0.1292,0.1228,0.1273,61216e323e9aefaa,5,6.34
weak,omp,dynamic,800,4,1500,0,0.157562,0.1310,0.1250,0.1279,61216e323e9aefaa,5,6.34
weak,seq,seq,980,1,1500,0,0.728184,,,,cb4b561bad6515ba,5,6.34
weak,omp,static,980,6,1500,0,0.279079,0.1968,0.1258,0.1559,cb4b561bad6515ba,5,6.34
weak,omp,dynamic,980,6,1500,0,0.222474,0.1672,0.1408,0.1567,cb4b561bad6515ba,5,6.34
weak,seq,seq,1131,1,1500,0,0.950279,,,,4d28d61b7c10324c,5,6.34
weak,omp,static,1131,8,1500,0,0.288151,0.2128,0.1218,0.1667,4d28d61b7c10324c,5,6.34
weak,omp,dynamic,1131,8,1500,0,0.268886,0.1967,0.1542,0.1802,4d28d61b7c10324c,5,6.34
weak,seq,seq,1265,1,1500,0,1.208114,,,,e22c130fd88565cd,5,6.34
weak,omp,static,1265,10,1500,0,0.384502,0.2457,0.1300,0.1862,e22c130fd88565cd,5,6.56
weak,omp,dynamic,1265,10,1500,0,0.340228,0.2410,0.0819,0.2031,e22c130fd88565cd,5,6.56
sync,seq,seq,64,1,1672,1,0.003194,,,,efbb4809c334f30e,1,6.56
sync,omp,static,64,1,1672,1,0.003255,0.0032,0.0032,0.0032,efbb4809c334f30e,1,6.56
sync,omp,static,64,2,1672,1,0.017163,0.0019,0.0018,0.0018,efbb4809c334f30e,1,6.56
sync,omp,static,64,3,1672,1,0.022612,0.0012,0.0011,0.0012,efbb4809c334f30e,1,6.56
sync,omp,static,64,4,1672,1,0.029214,0.0009,0.0009,0.0009,efbb4809c334f30e,1,6.56
sync,omp,static,64,5,1672,1,0.049549,0.0008,0.0007,0.0007,efbb4809c334f30e,1,6.56
sync,omp,static,64,6,1672,1,0.059591,0.0007,0.0006,0.0006,efbb4809c334f30e,1,6.56
sync,omp,static,64,7,1672,1,0.068521,0.0011,0.0005,0.0007,efbb4809c334f30e,1,6.56
sync,omp,static,64,8,1672,1,0.078560,0.0017,0.0005,0.0007,efbb4809c334f30e,1,6.56
sync,omp,static,64,9,1672,1,0.083375,0.0013,0.0004,0.0006,efbb4809c334f30e,1,6.56
sync,omp,static,64,10,1672,1,0.104327,0.0016,0.0004,0.0008,efbb4809c334f30e,1,6.56
sync,seq,seq,64,1,1672,1,0.003160,,,,efbb4809c334f30e,2,6.56
sync,omp,static,64,1,1672,1,0.003223,0.0032,0.0032,0.0032,efbb4809c334f30e,2,6.56
sync,omp,static,64,2,1672,1,0.016822,0.0019,0.0018,0.0018,efbb4809c334f30e,2,6.56
sync,omp,static,64,3,1672,1,0.021973,0.0012,0.0011,0.0012,efbb4809c334f30e,2,6.56
sync,omp,static,64,4,1672,1,0.027665,0.0009,0.0009,0.0009,efbb4809c334f30e,2,6.56
sync,omp,static,64,5,1672,1,0.047767,0.0008,0.0007,0.0007,efbb4809c334f30e,2,6.56
sync,omp,static,64,6,1672,1,0.059556,0.0008,0.0006,0.0007,efbb4809c334f30e,2,6.56
sync,omp,static,64,7,1672,1,0.069306,0.0011,0.0005,0.0007,efbb4809c334f30e,2,6.56
sync,omp,static,64,8,1672,1,0.075746,0.0020,0.0005,0.0007,efbb4809c334f30e,2,6.56
sync,omp,static,64,9,1672,1,0.082469,0.0015,0.0004,0.0006,efbb4809c334f30e,2,6.56
sync,omp,static,64,10,1672,1,0.104441,0.0014,0.0004,0.0008,efbb4809c334f30e,2,6.56
sync,seq,seq,64,1,1672,1,0.003639,,,,efbb4809c334f30e,3,6.56
sync,omp,static,64,1,1672,1,0.003521,0.0035,0.0035,0.0035,efbb4809c334f30e,3,6.56
sync,omp,static,64,2,1672,1,0.018091,0.0018,0.0018,0.0018,efbb4809c334f30e,3,6.56
sync,omp,static,64,3,1672,1,0.051386,0.0024,0.0022,0.0023,efbb4809c334f30e,3,6.56
sync,omp,static,64,4,1672,1,0.057694,0.0021,0.0016,0.0019,efbb4809c334f30e,3,6.56
sync,omp,static,64,5,1672,1,0.043065,0.0008,0.0008,0.0008,efbb4809c334f30e,3,6.56
sync,omp,static,64,6,1672,1,0.063287,0.0011,0.0006,0.0008,efbb4809c334f30e,3,6.56
sync,omp,static,64,7,1672,1,0.075777,0.0013,0.0006,0.0008,efbb4809c334f30e,3,6.56
sync,omp,static,64,8,1672,1,0.086078,0.0019,0.0005,0.0008,efbb4809c334f30e,3,6.56
sync,omp,static,64,9,1672,1,0.090305,0.0014,0.0004,0.0008,efbb4809c334f30e,3,6.56
sync,omp,static,64,10,1672,1,0.135145,0.0015,0.0004,0.0009,efbb4809c334f30e,3,6.56
sync,seq,seq,64,1,1672,1,0.003181,,,,efbb4809c334f30e,4,6.56
sync,omp,static,64,1,1672,1,0.003301,0.0033,0.0033,0.0033,efbb4809c334f30e,4,6.56
sync,omp,static,64,2,1672,1,0.016938,0.0018,0.0018,0.0018,efbb4809c334f30e,4,6.56
sync,omp,static,64,3,1672,1,0.023257,0.0012,0.0012,0.0012,efbb4809c334f30e,4,6.56
sync,omp,static,64,4,1672,1,0.029394,0.0009,0.0009,0.0009,efbb4809c334f30e,4,6.56
sync,omp,static,64,5,1672,1,0.046647,0.0008,0.0007,0.0007,efbb4809c334f30e,4,6.56
sync,omp,static,64,6,1672,1,0.092341,0.0011,0.0007,0.0009,efbb4809c334f30e,4,6.56
sync,omp,static,64,7,1672,1,0.070647,0.0011,0.0005,0.0007,efbb4809c334f30e,4,6.56
sync,omp,static,64,8,1672,1,0.075922,0.0021,0.0005,0.0007,efbb4809c334f30e,4,6.56
sync,omp,static,64,9,1672,1,0.085236,0.0014,0.0004,0.0007,efbb4809c334f30e,4,6.56
sync,omp,static,64,10,1672,1,0.101731,0.0015,0.0004,0.0007,efbb4809c334f30e,4,6.56
sync,seq,seq,64,1,1672,1,0.003217,,,,efbb4809c334f30e,5,6.56
sync,omp,static,64,1,1672,1,0.003217,0.0032,0.0032,0.0032,efbb4809c334f30e,5,6.56
sync,omp,static,64,2,1672,1,0.016731,0.0019,0.0018,0.0018,efbb4809c334f30e,5,6.56
sync,omp,static,64,3,1672,1,0.022382,0.0012,0.0011,0.0012,efbb4809c334f30e,5,6.56
sync,omp,static,64,4,1672,1,0.031455,0.0009,0.0009,0.0009,efbb4809c334f30e,5,6.56
sync,omp,static,64,5,1672,1,0.047798,0.0008,0.0007,0.0007,efbb4809c334f30e,5,6.56
sync,omp,static,64,6,1672,1,0.057745,0.0009,0.0006,0.0007,efbb4809c334f30e,5,6.56
sync,omp,static,64,7,1672,1,0.065222,0.0011,0.0005,0.0006,efbb4809c334f30e,5,6.56
sync,omp,static,64,8,1672,1,0.072831,0.0016,0.0005,0.0007,efbb4809c334f30e,5,6.56
sync,omp,static,64,9,1672,1,0.081870,0.0015,0.0004,0.0006,efbb4809c334f30e,5,6.56
sync,omp,static,64,10,1672,1,0.104007,0.0014,0.0004,0.0008,efbb4809c334f30e,5,6.56
converge,omp,static,800,2,165265,1,28.051065,26.5789,26.1839,26.3814,e420520e75615ac3,1,2.54
converge,omp,dynamic,800,2,165265,1,28.686091,26.8477,26.7511,26.7994,e420520e75615ac3,1,3.58
converge,omp,static,800,4,165265,1,18.472600,14.7231,13.8327,14.3257,e420520e75615ac3,1,3.51
converge,omp,dynamic,800,4,165265,1,18.761989,15.6064,14.4770,15.0541,e420520e75615ac3,1,3.52
converge,omp,static,800,6,165265,1,24.012699,13.8930,9.5062,10.8098,e420520e75615ac3,1,3.71
converge,omp,dynamic,800,6,165265,1,23.476380,15.9167,8.3697,12.9669,e420520e75615ac3,1,4.80
converge,omp,static,800,2,165265,1,28.397199,26.7837,26.4446,26.6141,e420520e75615ac3,1,2.13
converge,omp,dynamic,800,2,165265,1,28.925203,27.0663,26.9596,27.0130,e420520e75615ac3,1,3.03
converge,omp,static,800,4,165265,1,18.189487,14.5111,13.8031,14.2868,e420520e75615ac3,1,3.60
converge,omp,static,800,4,165265,1,17.710663,14.2263,13.5160,13.9920,e420520e75615ac3,1,4.0
