study,version,part,npix,threads,iters,converged,time,busymax,busymin,busyavg,hash,rep,load
strong,omp,dynamic,3200,4,156,0,1.072511,1.0106,0.9716,0.9861,9e0bf857c97eb34,3,2.60
strong,omp,static,3200,5,156,0,0.822345,0.8046,0.7761,0.7912,9e0bf857c97eb34,3,2.60
strong,omp,dynamic,3200,5,156,0,0.908231,0.8152,0.7778,0.7941,9e0bf857c97eb34,3,2.80
strong,omp,static,3200,6,156,0,0.694923,0.6803,0.6344,0.6602,9e0bf857c97eb34,3,2.80
strong,omp,dynamic,3200,6,156,0,0.761764,0.6781,0.6489,0.6588,9e0bf857c97eb34,3,2.80
strong,omp,static,3200,7,156,0,0.607757,0.5862,0.5499,0.5690,9e0bf857c97eb34,3,2.80
strong,omp,dynamic,3200,7,156,0,0.670705,0.5738,0.5580,0.5669,9e0bf857c97eb34,3,2.80
strong,omp,static,3200,8,156,0,0.537227,0.5256,0.4569,0.4986,9e0bf857c97eb34,3,2.80
strong,omp,dynamic,3200,8,156,0,0.614728,0.5140,0.4961,0.5011,9e0bf857c97eb34,3,3.21
weak,seq,seq,400,1,1500,0,0.441488,,,,81c1492c579439e6,1,3.21
weak,omp,static,400,1,1500,0,0.474491,0.4736,0.4736,0.4736,81c1492c579439e6,1,3.21
weak,omp,dynamic,400,1,1500,0,0.464444,0.4635,0.4635,0.4635,81c1492c579439e6,1,3.21
weak,seq,seq,566,1,1500,0,0.900169,,,,df100dba3f4127b8,1,3.21
weak,omp,static,566,2,1500,0,0.458414,0.4553,0.4500,0.4527,df100dba3f4127b8,1,3.21
weak,omp,dynamic,566,2,1500,0,0.457689,0.4544,0.4533,0.4539,df100dba3f4127b8,1,3.21
weak,seq,seq,800,1,1500,0,1.850211,,,,61216e323e9aefaa,1,3.21
weak,omp,static,800,4,1500,0,0.528655,0.5123,0.4508,0.4759,61216e323e9aefaa,1,3.04
weak,omp,dynamic,800,4,1500,0,0.479377,0.4651,0.4629,0.4643,61216e323e9aefaa,1,3.04
weak,seq,seq,1131,1,1500,0,3.941222,,,,4d28d61b7c10324c,1,3.04
weak,omp,static,1131,8,1500,0,0.560457,0.5297,0.4523,0.4894,4d28d61b7c10324c,1,2.87
weak,omp,dynamic,1131,8,1500,0,0.570431,0.5025,0.4926,0.4991,4d28d61b7c10324c,1,2.87
weak,seq,seq,400,1,1500,0,0.453546,,,,81c1492c579439e6,2,2.87
weak,omp,static,400,1,1500,0,0.446037,0.4452,0.4452,0.4452,81c1492c579439e6,2,2.87
weak,omp,dynamic,400,1,1500,0,0.460857,0.4599,0.4599,0.4599,81c1492c579439e6,2,2.87
weak,seq,seq,566,1,1500,0,0.914894,,,,df100dba3f4127b8,2,2.87
weak,omp,static,566,2,1500,0,0.467010,0.4639,0.4503,0.4571,df100dba3f4127b8,2,2.87
weak,omp,dynamic,566,2,1500,0,0.464853,0.4577,0.4575,0.4576,df100dba3f4127b8,2,2.80
weak,seq,seq,800,1,1500,0,1.836869,,,,61216e323e9aefaa,2,2.80
weak,omp,static,800,4,1500,0,0.484620,0.4780,0.4449,0.4622,61216e323e9aefaa,2,2.80
weak,omp,dynamic,800,4,1500,0,0.476760,0.4625,0.4610,0.4620,61216e323e9aefaa,2,2.80
weak,seq,seq,1131,1,1500,0,3.939972,,,,4d28d61b7c10324c,2,2.80
weak,omp,static,1131,8,1500,0,0.568124,0.5296,0.4655,0.4938,4d28d61b7c10324c,2,2.66
weak,omp,dynamic,1131,8,1500,0,0.564883,0.5000,0.4963,0.4984,4d28d61b7c10324c,2,2.66
weak,seq,seq,400,1,1500,0,0.445953,,,,81c1492c579439e6,3,2.66
weak,omp,static,400,1,1500,0,0.447689,0.4468,0.4468,0.4468,81c1492c579439e6,3,2.66
weak,omp,dynamic,400,1,1500,0,0.446302,0.4455,0.4455,0.4455,81c1492c579439e6,3,2.66
weak,seq,seq,566,1,1500,0,0.898043,,,,df100dba3f4127b8,3,2.52
weak,omp,static,566,2,1500,0,0.456488,0.4531,0.4505,0.4518,df100dba3f4127b8,3,2.52
weak,omp,dynamic,566,2,1500,0,0.457098,0.4538,0.4521,0.4529,df100dba3f4127b8,3,2.52
weak,seq,seq,800,1,1500,0,1.848881,,,,61216e323e9aefaa,3,2.52
weak,omp,static,800,4,1500,0,0.488149,0.4756,0.4376,0.4619,61216e323e9aefaa,3,2.52
weak,omp,dynamic,800,4,1500,0,0.477847,0.4638,0.4618,0.4624,61216e323e9aefaa,3,2.52
weak,seq,seq,1131,1,1500,0,3.973827,,,,4d28d61b7c10324c,3,2.52
weak,omp,static,1131,8,1500,0,0.573417,0.5280,0.4515,0.4901,4d28d61b7c10324c,3,2.40
weak,omp,dynamic,1131,8,1500,0,0.569119,0.5060,0.4981,0.5005,4d28d61b7c10324c,3,2.40
sync,seq,seq,64,1,1672,1,0.011374,,,,efbb4809c334f30e,1,2.85
sync,omp,static,64,1,1672,1,0.011863,0.0113,0.0113,0.0113,efbb4809c334f30e,1,2.85
sync,omp,static,64,2,1672,1,0.007261,0.0061,0.0057,0.0059,efbb4809c334f30e,1,2.85
sync,omp,static,64,3,1672,1,0.005546,0.0041,0.0039,0.0040,efbb4809c334f30e,1,2.85
sync,omp,static,64,4,1672,1,0.006175,0.0038,0.0030,0.0033,efbb4809c334f30e,1,2.85
sync,omp,static,64,5,1672,1,0.007421,0.0027,0.0025,0.0026,efbb4809c334f30e,1,2.85
sync,omp,static,64,6,1672,1,0.005660,0.0024,0.0021,0.0023,efbb4809c334f30e,1,2.85
sync,omp,static,64,7,1672,1,0.007309,0.0020,0.0017,0.0019,efbb4809c334f30e,1,2.85
sync,omp,static,64,8,1672,1,0.006042,0.0022,0.0016,0.0018,efbb4809c334f30e,1,2.85
sync,seq,seq,64,1,1672,1,0.012025,,,,efbb4809c334f30e,2,2.85
sync,omp,static,64,1,1672,1,0.011551,0.0110,0.0110,0.0110,efbb4809c334f30e,2,2.85
sync,omp,static,64,2,1672,1,0.007914,0.0066,0.0058,0.0062,efbb4809c334f30e,2,2.85
sync,omp,static,64,3,1672,1,0.005848,0.0042,0.0039,0.0040,efbb4809c334f30e,2,2.85
sync,omp,static,64,4,1672,1,0.007179,0.0034,0.0030,0.0032,efbb4809c334f30e,2,2.85
sync,omp,static,64,5,1672,1,0.007510,0.0029,0.0025,0.0026,efbb4809c334f30e,2,2.85
sync,omp,static,64,6,1672,1,0.006196,0.0024,0.0023,0.0023,efbb4809c334f30e,2,2.85
sync,omp,static,64,7,1672,1,0.006066,0.0022,0.0019,0.0021,efbb4809c334f30e,2,2.85
sync,omp,static,64,8,1672,1,0.006197,0.0019,0.0017,0.0018,efbb4809c334f30e,2,2.85
sync,seq,seq,64,1,1672,1,0.011414,,,,efbb4809c334f30e,3,2.85
sync,omp,static,64,1,1672,1,0.011519,0.0110,0.0110,0.0110,efbb4809c334f30e,3,2.85
sync,omp,static,64,2,1672,1,0.007054,0.0058,0.0056,0.0057,efbb4809c334f30e,3,2.85
sync,omp,static,64,3,1672,1,0.005610,0.0041,0.0039,0.0040,efbb4809c334f30e,3,2.85
sync,omp,static,64,4,1672,1,0.004900,0.0031,0.0028,0.0029,efbb4809c334f30e,3,2.85
sync,omp,static,64,5,1672,1,0.004763,0.0027,0.0025,0.0025,efbb4809c334f30e,3,2.85
sync,omp,static,64,6,1672,1,0.004876,0.0024,0.0021,0.0022,efbb4809c334f30e,3,2.85
sync,omp,static,64,7,1672,1,0.005138,0.0020,0.0018,0.0019,efbb4809c334f30e,3,2.85
sync,omp,static,64,8,1672,1,0.005213,0.0020,0.0017,0.0018,efbb4809c334f30e,3,2.85
